platform_adi,kitle_fonlamasi_turu,kategori,fon_sekli,proje_adi,proje_sahibi,proje_sahibi_cinsiyet,kac_proje_destekledi,kac_projeye_abone,kac_projenin_sahibi,kac_proje_takiminda,konum,bolge,yil,proje_baslama_tarihi,proje_bitis_tarihi,gun_sayisi,tanitim_videosu,video_uzunlugu,gorsel_sayisi,sss,guncellemeler,yorumlar,destekci_sayisi,odul_sayisi,ekip_kisi_sayisi,web_sitesi,sosyal_medya,sm_sayisi,sm_takipci,etiket_sayisi,icerik_kelime_sayisi,proje_aciklamasi,hedef_miktari,basari_durumu
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Bekleyiş-18:00,Gökhan Koç,erkek,0,0,1,0,istanbul,marmara,2020,17.09.2020,16.11.2020,60,yok,0,2,1,0,0,0,9,1,yok,var,1,10,4,291,Agorafobili insanların hayatının gizli kalmış yönlerinden birtanesinden bir kesit sunmak ve topluma bu hastalığın ciddiyetini anlatmak.,30000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Krematoryum,Furkan Özdemir,erkek,0,0,1,0,antalya,akdeniz,2016,05.01.2016,5.03.2016,60,var,64,11,0,0,0,0,5,1,yok,yok,0,0,0,392,Film patlayan nükleer santral sonucu mahvolan hayatları ve düzeni konu almaktadır.,2500,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,SUGAR BABY,Burak Can Doğan,erkek,0,0,1,0,istanbul,marmara,2019,21.02.2019,22.04.2019,60,var,26,3,0,0,0,0,6,1,yok,var,1,453,0,736,"Çocukların anne ve baba'ya ebeveynlik yaptığı bir oyun. Aile olamamak , git gide yalnızlaşmak ve değersiz hissetmek.",8500,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,"Domates, Biber, Depresyon (Uzun Metraj Film)",Aybüke Avcı,kadın,0,0,1,0,adana,akdeniz,2019,02.07.2019,16.08.2019,45,var,304,4,0,0,0,66,6,1,yok,var,1,382,0,540,"Depresyonun en organik, en katkısız, en doğal hali...",20000,başarılı
fonbulucu,ödül,eğitim,ya hep ya hiç,KADIN İŞTE,İdil Siret Parlar,kadın,0,0,1,0,hatay,akdeniz,2020,,,60,var,75,5,0,0,0,0,9,3,var,var,1,695,0,1017,"İş bulmakta zorlanan kadınların, sürdürülebilir ekonomiye daha etkin bir şekilde katılımının sağlanması amacıyla meslek edindirme kursları ile işsiz kadınların  katılımıyla   istihdam garantili mesleki eğitimler  planlanmıştır.",35000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,KUSURLU,Bilen Sevda Könen,kadın,3,0,1,0,istanbul,marmara,2018,28.01.2018,30.03.2018,61,var,306,33,0,0,0,37,7,3,yok,var,2,227,5,701,"Kadınlara dayatılan kusursuzluk algısına inat bizi biz yapan pürüzlerimize sahip çıkmak için yola çıkmış trajikomik bir film.""",12000,başarılı
crowdfon,ödül,müzik,ya hep ya hiç,Klibime Fon Lütfen,Klibime Fon Lütfen,belirsiz,0,0,1,0,belirsiz,belirsiz,2014,,,60,var,60,1,0,0,0,16,4,1,yok,yok,0,0,0,40,Elçin Orçun ve Ece Özey klibine fon arıyor!,10002,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,BildirirİZ,Ahu Yurtoğlu,kadın,0,0,3,0,istanbul,marmara,2015,05.03.2015,4.05.2015,60,yok,0,6,0,0,0,1,4,1,var,var,3,2419,0,303,"BildirirİZ, taciz ve diğer toplumsal vakalar ile güvenlik risklerinin harita üzerinde işaretlenerek bildirilebileceği bir mobil aplikasyon projesidir.",50000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,NAFTALİN,M. Furkan Daşbilek,erkek,0,0,1,0,istanbul,marmara,2018,13.04.2018,13.05.2018,30,var,79,12,0,0,0,12,8,4,yok,yok,0,0,4,741,"Alzheimer olduğunu öğrenen Cemil, onu hayata bağlayan tek torunu Meriç'in Tokyo'ya gideceğini öğrenir. Onu yanında ve zihninde tutabilmenin yollarını arar.",9000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Bir Profesörün Bilinmeyen Notları - Kısa Film,Sezer Uçak,erkek,0,0,2,0,istanbul,marmara,2020,14.10.2020,13.12.2020,60,yok,0,0,1,0,0,0,9,1,yok,var,1,152,0,423,Kısa filmimi çekerek insanlara yapay bir deneyim yaşatmak istiyorum.,35000,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,Sevgiline İnternet Sitesi Hediye Et,Kürşad Altan,erkek,0,0,1,0,belirsiz,belirsiz,2015,,,60,yok,0,1,0,0,0,5,4,1,yok,yok,0,0,0,115,Sevgililer gününde veya özel günlerde sevgilinize hediye edebileceğiniz kadar şık bir tasarıma sahip ve size öz,800,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Bizden Biri,Ilker Hakan Akdeniz,erkek,0,0,1,0,kocaeli,marmara,2015,28.04.2015,27.06.2015,60,yok,0,7,0,0,0,0,5,2,yok,yok,0,0,0,349,Bir karşı kültür olarak evrensel müzik alanı olan Hip-Hop kültürünün ve bu kültürle irtibatlı gençlerin ele alındığı Türkçe Hip-Hop Belgeseli.,20000,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,4 Nesil Türkiye,Evrim Eseryel,kadın,0,0,1,0,belirsiz,belirsiz,2015,,,60,yok,0,1,0,0,0,7,4,1,yok,yok,0,0,0,115,Türk aile kültürünü ve aynı zamanda ailenin kültürel neslin devamlılığı adına bir sergi çalışması yapı,25000,başarısız
fongogo,ödül,eğitim,ya hep ya hiç,Cool Kampüs,Mediyne Ceylin  Gözüm,kadın,0,0,1,0,istanbul,marmara,2020,21.12.2020,20.01.2021,30,var,130,11,1,1,0,13,7,2,yok,var,1,856,0,349,"Cool Kampüs, meslek seçimi konusunda kararsız ya da hayalindeki meslek hakkında soruları olan öğrencileri meslek sahipleri ile buluşturan bir platformdur.",5000,başarısız
fonbulucu,ödül,eğitim,ya hep ya hiç,Anne Olmak Bunu Gerektirir,Gözde Engür,kadın,0,0,1,0,balıkesir,marmara,2019,,,60,yok,0,1,0,0,2,1,4,1,yok,yok,0,0,0,437,"Özel gereksinimli çocuk annelerinin ilham veren azim,umut ve cesaret veren hikayelerini söyleşilerle nöro-tipik gelişime sahip çocuk ailelerine aktararak toplumdaki engellilere bakış açısını değiştirmeye çalışıyoruz.",10000,başarısız
fongogo,ödül,eğitim,ya hep ya hiç,Cenevre'de Nörobilim Masterı Eğitimi / Support for Master Degree at UNIGE,Neslihan Önay,kadın,1,0,1,0,istanbul,marmara,2019,05.07.2019,19.08.2019,45,var,325,2,0,0,0,40,8,1,yok,var,3,361,0,1155,Hayallerimin gerçekleşmesine ramak kaldı. Destek olmak ister misiniz?,58000,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,Hediye Alma Rehberi,Süleyman Gül,erkek,0,0,1,0,belirsiz,belirsiz,2015,,,60,yok,0,1,0,0,0,7,4,1,yok,yok,0,0,0,115,"Türkiye de bütün illerini ilgilendiren Hediye Alma Rehberi İnternet üzerinden faliyet gösterecek.

Hediye Alma Reh",5000,başarısız
crowdfon,ödül,kültür-sanat,ya hep ya hiç,Buca Sanat: 'inadına Sanat',Yunus Emre Işık,erkek,0,0,1,0,belirsiz,belirsiz,2014,,,60,yok,0,1,0,0,0,2,4,1,yok,yok,0,0,0,115,Eylül 2014 tarihi itibariyle Buca'da kurulacak olan gençlik sanat topluluğuna sizde destek olun.,2500,başarısız
crowdfon,ödül,teknoloji,ya hep ya hiç,Basketbol İle İlgili Mobil Uygulama,Can Ünal,erkek,0,0,1,0,belirsiz,belirsiz,2019,,,60,yok,0,1,0,0,0,7,4,1,yok,yok,0,0,0,115,Basketbol ile ilgili mobil uygulama.Çeşitli çekilişler yapılacaktır crowdfon'un katkılarıyla.Basketbol içerikli,12500,başarısız
crowdfon,ödül,moda,ya hep ya hiç,Tejido ; Minimalist Ve Organik Moda,Esat Gülen,erkek,0,0,1,0,belirsiz,belirsiz,2015,,,60,yok,0,1,0,0,0,5,4,1,yok,yok,0,0,0,115,Tamamen organik kumaş ve boyalarla ekolojik ürünler üreterek doğaya faydalı TEJİDO markasını ortaya çıkartmak,10000,başarısız
fongogo,ödül,diğer,ya hep ya hiç,Çanakkale'nin Evlatları Atasının İzinde,Doğancan Çetin,erkek,0,0,1,0,çanakkale,marmara,2017,8.08.2017,1.09.2017,24,var,92,1,0,0,0,14,9,4,yok,var,1,115,5,584,"4GENÇ; Atatürk'ün tarihi yeniden yazdığı Çanakkale'den, mavi gözlerini dünyaya açtığı eve gidiyor..",2500,başarısız
fonbulucu,ödül,teknoloji,ya hep ya hiç,SLight Bilgisayar Optimize,Semih Silistre,erkek,0,0,1,0,genel,genel,2018,,,60,var,33,1,0,0,0,2,4,1,yok,yok,0,0,0,136,Bilgisayarınızdan daha iyi performans almak istermisiniz ?,5000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Evde Yok / AS IF I NEVER EXISTED,Murat Emir Eren,erkek,3,0,1,0,istanbul,marmara,2019,22.05.2019,21.06.2019,30,var,41,5,0,3,0,67,7,3,yok,var,3,159,0,498,"Evde Yok, kaygıya ve yok olma arzusuna dair kısa bir gerilim filmidir / As If I Never Existed is a thriller short film about anxiety and desire to disappear.",22000,başarılı
fongogo,ödül,eğitim,ya hep ya hiç,Sosyal Sirkle Özgür Çocuklar,ruya nesrin,kadın,0,0,1,0,istanbul,marmara,2020,07.01.2020,26.02.2020,50,var,205,2,0,1,0,5,9,3,yok,var,2,303,0,570,"Çocukların bedenlerini ve düşünce yapılarını sosyal sirk aracılığı ile daha yakından tanımalarına ve sosyal uyumlarına destek olmak, özgüvenlerini güçlendirmek.",33250,başarısız
fongogo,ödül,eğitim,hepsi kalsın,Sosyal Liseliler,Songül Tuğçe Özkan,kadın,0,0,2,1,düzce,karadeniz,2020,10.06.2020,9.08.2020,60,var,71,8,0,0,0,2,6,3,var,var,4,540,0,1347,"CoopCool, liseli öğrencilerin kullanabileceği sosyal ağ uygulaması, diğer sosyal ağlardan farkı öğrencilere eğleterek okul derslerini öğretiyoruz.",25000,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,BİRAZ TİYATRO - (KİTAP),mervan  tapınç,kadın,0,0,1,1,belirsiz,belirsiz,2020,,18.08.2020,60,yok,0,2,0,0,0,2,6,1,yok,yok,0,0,0,120,"Bir Yazarın Sanat İçin Çırpınışı Ne Kadar Ses Getirir Bilinmez Ancak Ben Tiyatro İçin Çırpınmaya Devam Edeceğim Kitap, Yazara ve Okura Yeni Bir Yol Açan Kapıdır",6000,başarısız
fongogo,ödül,diğer,ya hep ya hiç,Kombinova -Türkiye'nin Moda Platformu,Doğan SORGUT,erkek,0,0,1,0,sakarya,marmara,2019,26.08.2019,25.10.2019,60,var,71,13,0,0,0,1,5,2,yok,var,2,44,0,749,"Kombinova, kadınların modadaki kararsızlık sorunlarına ve moda paylaşım platformu eksikliğine çözüm getirmeyi amaçlar. Moda 
markalarına da analiz sunar.",20000,başarısız
fonbulucu,ödül,çevre,hepsi kalsın,ZEYTİN AĞACINA SPONSOR OLDUM,Birsel Gonca,kadın,2,0,1,0,aydın,ege,2020,,,60,var,60,30,0,0,5,12,9,9,yok,var,2,14,0,236,Herkesin bir zeytin ağacı olmalı,5000,başarısız
fongogo,ödül,moda,ya hep ya hiç,Hayallere Köprü Oluyoruz!,Mef Üniversitesi Mimarlık Öğrencileri,belirsiz,0,0,1,0,istanbul,marmara,2015,03.06.2015,18.06.2015,15,var,110,15,0,0,0,73,6,7,yok,var,2,512,0,314,Ayazağa İlköğretim Okulunda bahçenin kullanılamayan kısmının da kullanılabilmesi için bir yaya köprüsünün ve bahçenin tasarlanıp uygulanması.,10000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,KATHARSİS (A SHORT MOVIE),S.Buğra Bekdemir,erkek,0,0,1,0,istanbul,marmara,2018,11.10.2018,6.11.2018,26,var,37,1,0,0,0,77,9,5,yok,var,2,196,5,698,"""İstikameti derin bir suskunluğa çevrilmiş bir ömrün öyküsü.""""""",5000,başarılı
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Tarihin Kırıldığı An: TÜRKLERİN İSLAMİYETLE TANIŞMASI,İdris Adil,erkek,0,0,1,1,belirsiz,belirsiz,2018,,2.01.2018,60,yok,0,2,0,0,0,5,5,1,yok,yok,0,0,0,120,"Türkler nasıl Müslüman oldu? Kılıç zoruyla mı, gönüllü mü? Türkler Müslüman olmasalardı ne olurdu? Belgeselimiz belgelerle tarihin kırıldığı bu anı ele alıyor.",30000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,KARA TAHTA KISA FİLM,Tahir Emre Özder,erkek,0,0,1,1,istanbul,marmara,2019,21.01.2019,7.03.2019,45,yok,0,2,0,0,0,7,8,7,yok,yok,0,0,5,165,"""Kuşlar gibi uçmasını, balıklar gibi yüzmesini öğrendik Ancak bu arada çok basit bir sanatı unuttuk; kardeş olarak yaşamayı...""",5000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,QUBIT ROBOTICS FRC TURNUVASINA KATILSIN!,Aslı Çakmak,kadın,0,0,6,0,istanbul,marmara,2019,05.11.2019,19.11.2019,14,var,139,10,0,0,0,10,6,3,var,var,4,277,0,708,Bir Fen Lisesi olarak robot yapmanın zorluklarını aşmayı başardık! FRC turnuvasına katılabilmeleri için geleceğin mühendislerine destek olmaya ne dersiniz?,3000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,HAYALETLER,Heimatlos Films,belirsiz,3,0,2,1,antalya,akdeniz,2019,27.06.2019,16.08.2019,50,var,212,15,0,1,0,74,9,3,yok,yok,0,0,0,1087,"Küçük Kara Balıklar ve Sulukule Mon Amour'un yönetmeni Azra Deniz Okyay, Hayaletler'de İstanbul'da hayatları birbirini etkileyen 4 karaktere odaklanıyor.""",30000,başarılı
fongogo,ödül,kültür-sanat,ya hep ya hiç,Kültür Mantarı Sanat Hareketi,Serina Tara,kadın,2,0,1,0,istanbul,marmara,2019,26.04.2019,26.05.2019,30,var,59,10,0,0,0,106,8,1,var,var,2,77000,5,547,Çocuklara ve ailelerine kısacası 7'den 77'ye herkese sanat dallarını öğretmeyi ve sevdirmeyi amaçlayan bir sosyal sorumluluk projesi,20000,başarılı
arıkovanı,ödül,teknoloji,ya hep ya hiç,Myst Legends - MOBA Oyunu,Elvan Uslu,kadın,0,0,1,0,belirsiz,belirsiz,2017,,,60,var,131,3,0,0,17,4,8,3,yok,yok,0,0,0,362,"Myst Legends: Strateji oyunlarındaki rekabeti,kapışmayı,meydan okumaları, RPG yani rol yapma oyunlarındaki zevk ve heyecanla birleştiren online bir oyundur",30000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,ARAFTA,Ahmet Ziya  Çalışkan,erkek,0,0,1,0,istanbul,marmara,2020,24.09.2020,9.11.2020,46,var,158,0,0,0,0,2,7,2,yok,yok,0,0,0,455,Özentilik sonucu oluşan alkol ve uyuşturucu bağımlılığının önüne geçmek amacıyla yazılan bir kısa film.,30000,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,Türk Fantastik Roman Serisi - Esrakt - Unutulmuş Düşman,Mehmet Emir İlgün,erkek,0,0,1,0,istanbul,marmara,2019,05.04.2019,4.06.2019,60,yok,0,7,0,1,0,4,9,1,yok,yok,0,0,5,462,"Yepyeni bir Mitoloji, Uluslararası bir proje. Türkçe ve ingilizce yayımlanacak 3 ana kitap, 6 yan hikayeden oluşan serimin ilk kitabı. Sonraki Hedefim pc oyunu!",39000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Hadi Abi !,Mehmet Cenk Cinaloğlu,erkek,0,0,1,0,antalya,akdeniz,2015,15.05.2015,14.07.2015,60,var,48,2,0,0,0,0,4,1,yok,var,1,445,0,505,''Hadi Abi !'' dizi ve sinema set çalışanlarının çalışma şartlarını ve yaşantılarını konu alan uzun metraj bir belgeseldir.,2500,başarısız
fongogo,ödül,eğitim,ya hep ya hiç,Youtube Dünyası İçeriklerini Blog Şeklinde WordPress Altyapısına Taşımak,Habibullah TOKPINAR,erkek,0,0,1,0,adana,akdeniz,2019,02.07.2019,1.08.2019,30,var,205,6,0,0,0,0,3,1,var,var,4,1,5,142,Youtube Dünyası kanalındaki içeriklerinden  www.youtubedas.com adresinden blog şeklinde Wordpress altyapısını kullanarak daha fazla kişiye ulaşmasını sağlamak.,1000,başarısız
fongogo,ödül,eğitim,ya hep ya hiç,Yurt Dışında Üniversite Okuma Hayalim,Osman Cihan Kahraman,erkek,0,0,1,0,antalya,akdeniz,2020,05.05.2020,4.07.2020,60,var,64,10,0,0,0,3,6,1,yok,var,3,89,0,357,Yurt dışında (Litvanya) üniversite okuma hayalim için bir süredir çalışıyorum. Amacım uluslararası çapta bir yazılım mühendisi olabilmek.,7000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,45 Saniye - Belgesel,Berk Erözer,erkek,0,0,1,0,kocaeli,marmara,2019,07.05.2019,6.06.2019,30,var,68,0,0,0,0,16,8,1,yok,yok,0,0,0,403,17 Ağustos 1999 Gölcük depreminde kaybolan ve bulunamayan çocukların hikayesini anlatan belgesel film.,15000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,1915: Kimsesiz Topraklar belgeseli desteklerinizi bekliyor,Altan Sancar,erkek,1,0,3,0,istanbul,marmara,2019,26.11.2019,25.01.2020,60,yok,0,4,0,0,0,0,9,1,yok,var,2,105,5,1077,Süryani ve Ermenilerin 1915'te yaşadıklarını anlatacak 1915: Kimsesiz Topraklar adlı uzun metraj ikinci belgesel çalışmamız desteklerinizi bekliyor.,35000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,AssistFarm,Mehmet AKSOY,erkek,0,0,1,0,ankara,iç anadolu,2019,14.11.2019,29.12.2019,45,var,52,3,0,0,0,0,6,4,var,yok,0,0,0,418,Tohumun toprakla buluşmasından ürüne dönüşüp satışı yapılana kadar ürün üreticisinin asistanlığını yapmayı amaçlayan bir projedir.,20000,başarısız
fonbulucu,ödül,tasarım,ya hep ya hiç,DesignerHouse,Yüksel Demirel,erkek,0,0,1,0,genel,genel,2019,,,60,yok,0,6,0,0,0,0,9,1,yok,var,1,320,0,146,Kültür Miraslarımız İpek İğne Oyası Dünya'ya Açılıyor,12000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Büyük İstanbul Depresyonu / The Great Istanbul Depressıon,NAZLI BULUM,kadın,0,0,1,0,istanbul,marmara,2019,01.07.2019,5.08.2019,35,var,54,18,0,0,0,104,9,5,yok,var,1,1437,5,1062,"Ne olursa olsun bu İstanbul’da, İstanbul’a karşı birlikte verdikleri bir mücadeledir.""""",25000,başarılı
fongogo,ödül,kültür-sanat,ya hep ya hiç,Okursan Yazarım Kitap Projesi,Emre Özerden,erkek,0,0,1,0,istanbul,marmara,2014,10.12.2014,8.02.2015,60,yok,0,8,0,0,0,2,4,1,yok,var,2,5266,0,180,Bu kitap en başta bir hiç olacak; yazanı ve okuyanı gibi.,5000,başarısız
arıkovanı,ödül,teknoloji,ya hep ya hiç,Bulut Board | Çocuklar için Kodlama Kiti,Mekatronik Lab,belirsiz,0,0,1,0,belirsiz,belirsiz,2017,,,60,var,132,11,0,5,30,119,1,5,yok,yok,0,0,0,474,"BulutBoard, üzerinde çocukların tüm duyularını etkileyen ışık, sıcaklık, mikrofon, mesafe, grafik ekran, bluetooth gibi birçok uygulama modülünü dahili olarak bulunduran, kodlama ve elektronik eğitim kitidir.",30000,başarılı
fongogo,ödül,kültür-sanat,ya hep ya hiç,Yüzleşme?Bir fotoğraf sergisi,Özümcan Akın,kadın,0,0,1,0,istanbul,marmara,2017,21.03.2017,20.05.2017,60,var,90,6,0,0,0,11,7,2,yok,var,2,69,5,368,Yaşadığımız olayları 4-5 inç ekranlara hapsettiğimiz yakın geçmişimizin iletişimsizliğine karşılık sizleri bu olayların izini taşıyan 10 kişiyle yüzleştiriyoruz,8000,başarısız
crowdfon,ödül,film-video-fotoğraf,ya hep ya hiç,Unutulmayan İnsan - Kısa Film,Mervan Tapınç,kadın,0,0,1,0,belirsiz,belirsiz,2019,,,60,yok,0,1,0,0,0,4,4,1,yok,yok,0,0,0,115,"BEN YÖNETMEN ADAYI BİR GENÇ, MERVAN TAPINÇ. HAYATIMI SANATA VE SİNEMAYA ADAMIŞ BİR GENÇ. BİR ÇOK ÜNLÜ YÖNET",20000,başarısız
crowdfon,ödül,yayıncılık,ya hep ya hiç,"""konuşma Sanatı"" Diksiyon Kitabı",Cüneyt İngız,erkek,0,0,1,0,belirsiz,belirsiz,2014,,,60,yok,0,1,0,0,0,5,4,1,yok,yok,0,0,0,115,"""KONUŞMA SANATI"" Diksiyon Kitabımın basımı için desteklerinizi bekliyorum.",3000,başarısız
fonbulucu,ödül,çevre,ya hep ya hiç,"Afrikada, BROTHERHOOD Su Kuyusunu Açıyoruz!",Kemal Toktaş,erkek,0,0,1,0,genel,genel,2020,,,60,var,285,1,0,0,0,1,4,1,yok,var,1,3400,0,269,Afrika'da suya ihtiyacı olan yüz binlerce insanı su ile buluşturmaya çalışıyoruz.,1000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Borç Kısa Film,Veysel AYVAZOĞLU,erkek,1,0,1,0,balıkesir,marmara,2020,24.11.2020,3.01.2021,40,var,82,2,1,0,0,22,6,1,yok,yok,0,0,0,181,"Esnaf olan Yusuf’un, Toptancı Ahmet’te senet borcu vardır. Yusuf, Ahmet’te olan borcunu ödeyebilmek için Boyacı Kaani’den borcunu tahsil etmeye çalışır.",4000,başarılı
fongogo,ödül,eğitim,ya hep ya hiç,Özgürlüğün Dansı,Sara Fallahi,kadın,0,0,1,0,istanbul,marmara,2018,07.06.2018,6.08.2018,60,yok,0,7,0,0,0,1,6,3,yok,var,1,217,1,224,İranlı bir kız olarak ülkemdeki baskıdan kurtulup tüm barajları yıkarak hayalime kavuşmak.,30000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,Just Hide,Emirhan Kursun,erkek,0,0,1,0,istanbul,marmara,2020,09.01.2020,9.03.2020,60,yok,0,5,0,0,0,0,4,1,yok,yok,0,0,0,189,Oyunumuzun geliştirilmesi ve Türk oyun sektörünün gelişmesi için sizin bağışlarınıza ihtiyacımız var.,3000,başarısız
fongogo,ödül,diğer,ya hep ya hiç,ONLAR İÇİN TRAKTÖR ALMAK İSTİYORUM,Ahmet TORUN,erkek,0,0,1,0,samsun,karadeniz,2019,11.06.2019,10.08.2019,60,yok,0,3,0,0,0,0,4,1,yok,yok,0,0,0,260,"Samsun'un Çarşamba ilçesinde çiftçilik ile uğraşıyorum. Köy işlerimi yapmakta ihtiyacım olan traktörü almak için destek bulmaya çalışıyorum.""",63000,başarısız
crowdfon,ödül,yayıncılık,ya hep ya hiç,Hasret - Şiir Kitabı,Savaş Ünsal,erkek,0,0,1,0,belirsiz,belirsiz,2014,,,60,var,60,1,0,0,0,11,8,1,yok,yok,0,0,0,115,"Son 20 Yılda Yazdığım Şiirlerimden derlediğim bir şiir kitabını çıkarmak, sevdiklerimle paylaşmak amacıyla",1575,başarılı
fonbulucu,ödül,hayvanlar,ya hep ya hiç,Vetnorm,Sinan Canpolar,erkek,2,0,1,0,genel,genel,2019,,,60,var,74,2,0,0,0,3,4,1,yok,var,1,29,0,477,Dijital Veteriner Hekim Danışma Hizmeti,10000,başarısız
fongogo,ödül,moda,ya hep ya hiç,Köy Okulunda Özerk Tasarım,Sunay Paşaoğlu,erkek,0,0,1,0,istanbul,marmara,2015,31.08.2015,30.09.2015,30,var,36,9,0,0,0,1,6,4,yok,var,1,1912,0,280,Yerden Yüksek Çocuklar ile Mimarlık Topluluğu Beykoz Mahmut Şevket Paşa Köy Okulu'nda bağımsız tasarım mekanını çocuklar ile birlikte inşa ediyor !,10000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,"""İzleyenler""  Kısa Bilim kurgu/Gerilim Filminin Hayata Geçmesi İçin Destek",Hasan Ündoğduaka,erkek,0,0,1,0,hatay,akdeniz,2021,8.01.2021,9.03.2021,60,yok,0,3,0,0,0,2,9,2,yok,yok,0,0,0,356,Bir sabah uyandığımda nedensizce birinin beni seyrettiğini hissettim. Yaşadığım bu psikolojik olay önce felsefe tartışmasına daha sonra ise bir senaryoya döndü,10000,başarısız
fongogo,ödül,film-video-fotoğraf,ya hep ya hiç,Hayy-ı Layemut,Sarp Karagemicioğlu,erkek,0,0,1,0,istanbul,marmara,2018,06.08.2018,26.08.2018,20,var,25,3,0,2,0,19,6,1,yok,var,1,20,0,296,"""Sonsuzluk"" ve ""Özgür İrade"" konularına Ölümsüz bir adamın gözünden bakış. 
Hayy-ı Layemut: Ölümün kendisi için söz konusu olmadığı daimî hayat sahibi.",3500,başarılı
fonbulucu,ödül,eğitim,ya hep ya hiç,Kırkiki,a b,belirsiz,0,0,1,0,genel,genel,2018,,,60,yok,0,3,0,0,0,0,4,1,yok,yok,0,0,0,250,Her kesime hitap eden güncel İnternet blogu.,5000,başarısız
fongogo,ödül,teknoloji,ya hep ya hiç,"""TUTUNJ""u Hep Birlikte Dünya Markası Yapalım!",Ege Tütüncü,erkek,0,0,4,0,ankara,iç anadolu,2018,08.06.2018,7.08.2018,60,var,60,31,0,2,0,54,7,1,var,var,3,10800,5,804,"Amacım,3 yıldır halihazırda gelişmekte olan ""TUTUNJ"" adlı markamı, 
e-ticaretin 1 numaralı ülkesi olan Amerika'ya taşıyıp, doğru bağlantılarla Dünya'ya açmak!",20000,başarılı
fongogo,ödül,yayıncılık,ya hep ya hiç,Onlıne Enflasyon Hesaplama Projesi,Ufuk Alparslan,erkek,0,0,1,0,istanbul,marmara,2020,27.10.2020,26.11.2020,30,var,132,2,0,0,0,0,3,1,var,var,1,582,5,218,Online fiyatları çeken bir kod yazdık ve TÜİK'in kullandığı enflasyon sepetinin aynısını kullanarak alternatif bir enflasyon hesabı yarattık,50000,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,Uşak Uluslararası  Kanatlı Denizatı Kısa Film   Festivali,Deniz  Karbas,erkek,0,0,1,0,uşak,ege,2019,20.11.2019,10.12.2019,20,var,57,5,0,1,0,18,7,2,var,var,3,246,0,403,"U.Ü İletişim Topluluğu olarak öğrenciler tarafından düzenlenen,telif hakkı veren,uluslararası kanatlı denizatı kısa film festivali olarak el ele çalışıyoruz.",5000,başarılı
fonbulucu,ödül,teknoloji,ya hep ya hiç,Otomatik Balon Şişirici,Samed Kütük,erkek,0,0,1,0,genel,genel,2018,,,60,yok,0,3,0,0,1,1,4,1,yok,yok,0,0,0,252,Yeni Nesil Otonom Balon Şişirme Makinesi,1500,başarısız
fonbulucu,ödül,eğitim,ya hep ya hiç,Yazar Olmak,Baturalp İlkay Gülten,erkek,0,0,1,0,genel,genel,2018,,,60,yok,0,1,0,0,1,2,6,1,yok,var,2,679,0,465,"Yazar ve yazar adayları için bilgi ve önerilerin paylaşıldığı sosyal platform. imiz, yazar ve yazar adaylarının deneyimlerini paylaştığı, sorularına yanıt bulduğu bir platform olmak.",7000,başarısız
fongogo,ödül,kültür-sanat,ya hep ya hiç,Etiketsiz Yaşam LGBTQ Hareketi,Simge Sinem Kaya,kadın,0,0,1,0,ankara,iç anadolu,2020,23.03.2020,22.05.2020,60,var,64,1,0,0,0,0,7,1,yok,yok,0,0,5,1313,LGBTQ+ topluluğundaki herkesin yuvası olarak görebileceği bir yer hazırlamama yardım eder misin?,20000,başarısız
